## 토큰, 레이블 구분자 : \t
## 토큰 구분자 : \n
## 문장 구분자 : \n\n
## 주석 : ##
## 컬럼명 : CHAR	NE_TAG
## klue-ner-v1_train_00000_wikitree	특히 <영동고속도로:LC> <강릉:LC> 방향 <문막휴게소:LC>에서 <만종분기점:LC>까지 <5km:QT> 구간에는 승용차 전용 임시 갓길차로제를 운영하기로 했다.
합	O
원	O
 	O
4	B-QT
천	I-QT
여	I-QT
명	I-QT
은	O
 	O
오	B-TI
후	I-TI
 	I-TI
3	I-TI
시	I-TI
 	O
서	B-LC
울	I-LC
역	I-LC
 	I-LC
광	I-LC
장	I-LC
에	O
서	O
 	O
총	O
파	O
업	O
 	O
총	O
력	O
투	O
쟁	O
 	O
결	O
의	O
대	O
회	O
를	O
 	O
연	O
다	O
.	O

## klue-ner-v1_train_02512_nsmc	아주 좋아 <90분:TI>의 짧은 시간이지만 임팩트 있고 지루하지 않고...
아	O
주	O
 	O
좋	O
아	O
 	O
9	B-TI
0	I-TI
분	I-TI
의	O
 	O
짧	O
은	O
 	O
시	O
간	O
이	O
지	O
만	O
 	O
임	O
팩	O
트	O
 	O
있	O
고	O
 	O
지	O
루	O
하	O
지	O
 	O
않	O
고	O
.	O
.	O
.	O

## klue-ner-v1_train_02513_wikitree	또 <인우기획:OG> 측에서는 <장윤정:PS> 기사에 지속적으로 악플을 단 <2명:QT>을 추가로 고소한 것으로 알려졌다.
또	O
 	O
인	B-OG
우	I-OG
기	I-OG
획	I-OG
 	O
측	O
에	O
서	O
는	O
 	O
장	B-PS
윤	I-PS
정	I-PS
 	O
기	O
사	O
에	O
 	O
지	O
속	O
적	O
으	O
로	O
 	O
악	O
플	O
을	O
 	O
단	O
 	O
2	B-QT
명	I-QT
을	O
 	O
추	O
가	O
로	O
 	O
고	O
소	O
한	O
 	O
것	O
으	O
로	O
 	O
알	O
려	O
졌	O
다	O
.	O

## klue-ner-v1_train_02514_wikitree	<6일:DT> 전국 아침기온은 <영하 5.4~영상 2.8도:QT>입니다.
6	B-DT
일	I-DT
 	O
전	O
국	O
 	O
아	O
침	O
기	O
온	O
은	O
 	O
영	B-QT
하	I-QT
 	I-QT
5	I-QT
.	I-QT
4	I-QT
~	I-QT
영	I-QT
상	I-QT
 	I-QT
2	I-QT
.	I-QT
8	I-QT
도	I-QT
입	O
니	O
다	O
.	O

## klue-ner-v1_train_02515_wikitree	<전남:LC>에서 개인택시를 운영하는 <나:PS>씨는 <지난해 5~7월:DT>, 여고생 <A:PS>양을 손님으로 태운 뒤 인적이 드문 곳으로 데려가 <두 차례:QT> 성폭행하고 <한 차례:QT> 추행한 혐의로 기소됐다.
전	B-LC
남	I-LC
에	O
서	O
 	O
개	O
인	O
택	O
시	O
를	O
 	O
운	O
영	O
하	O
는	O
 	O
나	B-PS
씨	O
는	O
 	O
지	B-DT
난	I-DT
해	I-DT
 	I-DT
5	I-DT
~	I-DT
7	I-DT
월	I-DT
,	O
 	O
여	O
고	O
생	O
 	O
A	B-PS
양	O
을	O
 	O
손	O
님	O
으	O
로	O
 	O
태	O
운	O
 	O
뒤	O
 	O
인	O
적	O
이	O
 	O
드	O
문	O
 	O
곳	O
으	O
로	O
 	O
데	O
려	O
가	O
 	O
두	B-QT
 	I-QT
차	I-QT
례	I-QT
 	O
성	O
폭	O
행	O
하	O
고	O
 	O
한	B-QT
 	I-QT
차	I-QT
례	I-QT
 	O
추	O
행	O
한	O
 	O
혐	O
의	O
로	O
 	O
기	O
소	O
됐	O
다	O
.	O

## klue-ner-v1_train_02516_nsmc	<원빈:PS>의 명대사. <송혜교:PS>의 애절한연기. <송승헌:PS>의 순수한 사랑. 멋진 드라마다
원	B-PS
빈	I-PS
의	O
 	O
명	O
대	O
사	O
.	O
 	O
송	B-PS
혜	I-PS
교	I-PS
의	O
 	O
애	O
절	O
한	O
연	O
기	O
.	O
 	O
송	B-PS
승	I-PS
헌	I-PS
의	O
 	O
순	O
수	O
한	O
 	O
사	O
랑	O
.	O
 	O
멋	O
진	O
 	O
드	O
라	O
마	O
다	O

## klue-ner-v1_train_02517_nsmc	이게 뭐여..<13층:QT>은 나름 결말이라도 있지..
이	O
게	O
 	O
뭐	O
여	O
.	O
.	O
1	B-QT
3	I-QT
층	I-QT
은	O
 	O
나	O
름	O
 	O
결	O
말	O
이	O
라	O
도	O
 	O
있	O
지	O
.	O
.	O

## klue-ner-v1_train_02518_nsmc	이 영화에서 볼 만한 것은 <제시카 알바:PS>의 샤워씬과 탱크탑 모습뿐이다 라는 평이...
이	O
 	O
영	O
화	O
에	O
서	O
 	O
볼	O
 	O
만	O
한	O
 	O
것	O
은	O
 	O
제	B-PS
시	I-PS
카	I-PS
 	I-PS
알	I-PS
바	I-PS
의	O
 	O
샤	O
워	O
씬	O
과	O
 	O
탱	O
크	O
탑	O
 	O
모	O
습	O
뿐	O
이	O
다	O
 	O
라	O
는	O
 	O
평	O
이	O
.	O
.	O
.	O

## klue-ner-v1_train_02519_nsmc	<전두환:PS>의 <광주:LC> 군인투입을 허락해준 <미국:LC>에 대한 대학생들의 투쟁이 <미문화원:LC>방화사건. 그 사건을 코믹과 잘버무려 만들어낸게 영화. 처절했던 시간들을 웃으며 회상할 소재로 만들만큼 우리가 성숙하고 관대해졌다는 증거.
전	B-PS
두	I-PS
환	I-PS
의	O
 	O
광	B-LC
주	I-LC
 	O
군	O
인	O
투	O
입	O
을	O
 	O
허	O
락	O
해	O
준	O
 	O
미	B-LC
국	I-LC
에	O
 	O
대	O
한	O
 	O
대	O
학	O
생	O
들	O
의	O
 	O
투	O
쟁	O
이	O
 	O
미	B-LC
문	I-LC
화	I-LC
원	I-LC
방	O
화	O
사	O
건	O
.	O
 	O
그	O
 	O
사	O
건	O
을	O
 	O
코	O
믹	O
과	O
 	O
잘	O
버	O
무	O
려	O
 	O
만	O
들	O
어	O
낸	O
게	O
 	O
영	O
화	O
.	O
 	O
처	O
절	O
했	O
던	O
 	O
시	O
간	O
들	O
을	O
 	O
웃	O
으	O
며	O
 	O
회	O
상	O
할	O
 	O
소	O
재	O
로	O
 	O
만	O
들	O
만	O
큼	O
 	O
우	O
리	O
가	O
 	O
성	O
숙	O
하	O
고	O
 	O
관	O
대	O
해	O
졌	O
다	O
는	O
 	O
증	O
거	O
.	O

## klue-ner-v1_train_02520_nsmc	그리고 <공리:PS> 딸로 나온 신인 여배우도 앞으로 가능성이 있어보인다
그	O
리	O
고	O
 	O
공	B-PS
리	I-PS
 	O
딸	O
로	O
 	O
나	O
온	O
 	O
신	O
인	O
 	O
여	O
배	O
우	O
도	O
 	O
앞	O
으	O
로	O
 	O
가	O
능	O
성	O
이	O
 	O
있	O
어	O
보	O
인	O
다	O

## klue-ner-v1_train_02521_nsmc	영화라기보다는 <박보영:PS>이 나오는 영상이라고 보는게 맞다고봅니다.
영	O
화	O
라	O
기	O
보	O
다	O
는	O
 	O
박	B-PS
보	I-PS
영	I-PS
이	O
 	O
나	O
오	O
는	O
 	O
영	O
상	O
이	O
라	O
고	O
 	O
보	O
는	O
게	O
 	O
맞	O
다	O
고	O
봅	O
니	O
다	O
.	O

## klue-ner-v1_train_02522_wikitree	<정부:OG>는 이와 함께 대기업 비과세·감면혜택을 축소키로 하는 등 이번 세법 개정안에 다양한 세수 확충 대책을 담았다.
정	B-OG
부	I-OG
는	O
 	O
이	O
와	O
 	O
함	O
께	O
 	O
대	O
기	O
업	O
 	O
비	O
과	O
세	O
·	O
감	O
면	O
혜	O
택	O
을	O
 	O
축	O
소	O
키	O
로	O
 	O
하	O
는	O
 	O
등	O
 	O
이	O
번	O
 	O
세	O
법	O
 	O
개	O
정	O
안	O
에	O
 	O
다	O
양	O
한	O
 	O
세	O
수	O
 	O
확	O
충	O
 	O
대	O
책	O
을	O
 	O
담	O
았	O
다	O
.	O

## klue-ner-v1_train_02523_wikitree	<호주 국영 ABC방송:OG> 등 현지 언론은 <15일:DT> <오전:TI>(현지시각) <시드니:LC> 시내 금융중심가인 <마틴플레이스:LC>의 <린트:OG> 초콜릿카페에 <IS:OG> 지지자로 추정되는 무장괴한이 침입해, <20여 명:QT>의 손님과 직원들을 인질로 붙잡고 있다고 보도했다.
호	B-OG
주	I-OG
 	I-OG
국	I-OG
영	I-OG
 	I-OG
A	I-OG
B	I-OG
C	I-OG
방	I-OG
송	I-OG
 	O
등	O
 	O
현	O
지	O
 	O
언	O
론	O
은	O
 	O
1	B-DT
5	I-DT
일	I-DT
 	O
오	B-TI
전	I-TI
(	O
현	O
지	O
시	O
각	O
)	O
 	O
시	B-LC
드	I-LC
니	I-LC
 	O
시	O
내	O
 	O
금	O
융	O
중	O
심	O
가	O
인	O
 	O
마	B-LC
틴	I-LC
플	I-LC
레	I-LC
이	I-LC
스	I-LC
의	O
 	O
린	B-OG
트	I-OG
 	O
초	O
콜	O
릿	O
카	O
페	O
에	O
 	O
I	B-OG
S	I-OG
 	O
지	O
지	O
자	O
로	O
 	O
추	O
정	O
되	O
는	O
 	O
무	O
장	O
괴	O
한	O
이	O
 	O
침	O
입	O
해	O
,	O
 	O
2	B-QT
0	I-QT
여	I-QT
 	I-QT
명	I-QT
의	O
 	O
손	O
님	O
과	O
 	O
직	O
원	O
들	O
을	O
 	O
인	O
질	O
로	O
 	O
붙	O
잡	O
고	O
 	O
있	O
다	O
고	O
 	O
보	O
도	O
했	O
다	O
.	O

## klue-ner-v1_train_02524_nsmc	싫어했던 <려원:PS>이 한방에 좋아할수 밖에 없게 만드는 드라마~
싫	O
어	O
했	O
던	O
 	O
려	B-PS
원	I-PS
이	O
 	O
한	O
방	O
에	O
 	O
좋	O
아	O
할	O
수	O
 	O
밖	O
에	O
 	O
없	O
게	O
 	O
만	O
드	O
는	O
 	O
드	O
라	O
마	O
~	O

## klue-ner-v1_train_02525_wikitree	기념관 내부에서는 참관자들이 유리창 너머로 <안 의사:PS>의 <이토 히로부미:PS> 저격 현장인 플랫폼을 볼 수 있다.
기	O
념	O
관	O
 	O
내	O
부	O
에	O
서	O
는	O
 	O
참	O
관	O
자	O
들	O
이	O
 	O
유	O
리	O
창	O
 	O
너	O
머	O
로	O
 	O
안	B-PS
 	I-PS
의	I-PS
사	I-PS
의	O
 	O
이	B-PS
토	I-PS
 	I-PS
히	I-PS
로	I-PS
부	I-PS
미	I-PS
 	O
저	O
격	O
 	O
현	O
장	O
인	O
 	O
플	O
랫	O
폼	O
을	O
 	O
볼	O
 	O
수	O
 	O
있	O
다	O
.	O

## klue-ner-v1_train_02526_nsmc	내가 이 드라마를 딱 마지막회까지 <2회:QT>를 남기고 포기했는데 너무 재미가 없어서임 진심 보는내내 존나 짜증만나고 다음회가 기대가 전혀 안됨 왠만하면 마지막회까지 <2회:QT> 남았으면 지금까지 본게 있으니 끝까지 볼텐데 이건진짜 쓰레기임 ᄃᄃ;안보는게 답임
내	O
가	O
 	O
이	O
 	O
드	O
라	O
마	O
를	O
 	O
딱	O
 	O
마	O
지	O
막	O
회	O
까	O
지	O
 	O
2	B-QT
회	I-QT
를	O
 	O
남	O
기	O
고	O
 	O
포	O
기	O
했	O
는	O
데	O
 	O
너	O
무	O
 	O
재	O
미	O
가	O
 	O
없	O
어	O
서	O
임	O
 	O
진	O
심	O
 	O
보	O
는	O
내	O
내	O
 	O
존	O
나	O
 	O
짜	O
증	O
만	O
나	O
고	O
 	O
다	O
음	O
회	O
가	O
 	O
기	O
대	O
가	O
 	O
전	O
혀	O
 	O
안	O
됨	O
 	O
왠	O
만	O
하	O
면	O
 	O
마	O
지	O
막	O
회	O
까	O
지	O
 	O
2	B-QT
회	I-QT
 	O
남	O
았	O
으	O
면	O
 	O
지	O
금	O
까	O
지	O
 	O
본	O
게	O
 	O
있	O
으	O
니	O
 	O
끝	O
까	O
지	O
 	O
볼	O
텐	O
데	O
 	O
이	O
건	O
진	O
짜	O
 	O
쓰	O
레	O
기	O
임	O
 	O
ᄃ	O
ᄃ	O
;	O
안	O
보	O
는	O
게	O
 	O
답	O
임	O

## klue-ner-v1_train_02527_nsmc	말이 필요없다 ᅲ ᅲ 한 <5번:QT>넘게 본 듯
말	O
이	O
 	O
필	O
요	O
없	O
다	O
 	O
ᅲ	O
 	O
ᅲ	O
 	O
한	O
 	O
5	B-QT
번	I-QT
넘	O
게	O
 	O
본	O
 	O
듯	O

## klue-ner-v1_train_02528_wikitree	앞서 배우 <이민호:PS> 씨 화보 투자 사기 혐의로 유명 연예인 남편 <김:PS>모 씨가 불구속 기소됐다.
앞	O
서	O
 	O
배	O
우	O
 	O
이	B-PS
민	I-PS
호	I-PS
 	O
씨	O
 	O
화	O
보	O
 	O
투	O
자	O
 	O
사	O
기	O
 	O
혐	O
의	O
로	O
 	O
유	O
명	O
 	O
연	O
예	O
인	O
 	O
남	O
편	O
 	O
김	B-PS
모	O
 	O
씨	O
가	O
 	O
불	O
구	O
속	O
 	O
기	O
소	O
됐	O
다	O
.	O

## klue-ner-v1_train_02529_wikitree	그는 <2013년:DT> 유명 영화감독 <쿠엔틴 타란티노:PS>와의 인터뷰에서도 영화에 등장하는 폭력에 대한 질문을 던져 <타란티노:PS>를 흥분하게 했었다.
그	O
는	O
 	O
2	B-DT
0	I-DT
1	I-DT
3	I-DT
년	I-DT
 	O
유	O
명	O
 	O
영	O
화	O
감	O
독	O
 	O
쿠	B-PS
엔	I-PS
틴	I-PS
 	I-PS
타	I-PS
란	I-PS
티	I-PS
노	I-PS
와	O
의	O
 	O
인	O
터	O
뷰	O
에	O
서	O
도	O
 	O
영	O
화	O
에	O
 	O
등	O
장	O
하	O
는	O
 	O
폭	O
력	O
에	O
 	O
대	O
한	O
 	O
질	O
문	O
을	O
 	O
던	O
져	O
 	O
타	B-PS
란	I-PS
티	I-PS
노	I-PS
를	O
 	O
흥	O
분	O
하	O
게	O
 	O
했	O
었	O
다	O
.	O

## klue-ner-v1_train_02530_nsmc	언론에 비추어진 <김정은:PS> 체제 아래의 <북한:LC>을 무조건 적대시했던 오늘날의 <남한:LC>사회를 다시 되돌아보게 되었다.
언	O
론	O
에	O
 	O
비	O
추	O
어	O
진	O
 	O
김	B-PS
정	I-PS
은	I-PS
 	O
체	O
제	O
 	O
아	O
래	O
의	O
 	O
북	B-LC
한	I-LC
을	O
 	O
무	O
조	O
건	O
 	O
적	O
대	O
시	O
했	O
던	O
 	O
오	O
늘	O
날	O
의	O
 	O
남	B-LC
한	I-LC
사	O
회	O
를	O
 	O
다	O
시	O
 	O
되	O
돌	O
아	O
보	O
게	O
 	O
되	O
었	O
다	O
.	O

## klue-ner-v1_train_02531_wikitree	이에 <최택:PS>은 들고 있던 담배를 뒤로 숨겼고 <덕선:PS>은 문을 닫고 밖에서 <최택:PS>을 기다렸다.
이	O
에	O
 	O
최	B-PS
택	I-PS
은	O
 	O
들	O
고	O
 	O
있	O
던	O
 	O
담	O
배	O
를	O
 	O
뒤	O
로	O
 	O
숨	O
겼	O
고	O
 	O
덕	B-PS
선	I-PS
은	O
 	O
문	O
을	O
 	O
닫	O
고	O
 	O
밖	O
에	O
서	O
 	O
최	B-PS
택	I-PS
을	O
 	O
기	O
다	O
렸	O
다	O
.	O

## klue-ner-v1_train_02532_wikitree	<전날:DT>(<8일:DT>) <울산공단:LC> 지역은 무인관측장비로 <40도:QT>를 기록하며, 전국 기온 최고치를 경신했습니다.
전	B-DT
날	I-DT
(	O
8	B-DT
일	I-DT
)	O
 	O
울	B-LC
산	I-LC
공	I-LC
단	I-LC
 	O
지	O
역	O
은	O
 	O
무	O
인	O
관	O
측	O
장	O
비	O
로	O
 	O
4	B-QT
0	I-QT
도	I-QT
를	O
 	O
기	O
록	O
하	O
며	O
,	O
 	O
전	O
국	O
 	O
기	O
온	O
 	O
최	O
고	O
치	O
를	O
 	O
경	O
신	O
했	O
습	O
니	O
다	O
.	O

## klue-ner-v1_train_02533_nsmc	일반인의 상식으로는 도저히 이해안되는 역시나 <김기덕:PS>
일	O
반	O
인	O
의	O
 	O
상	O
식	O
으	O
로	O
는	O
 	O
도	O
저	O
히	O
 	O
이	O
해	O
안	O
되	O
는	O
 	O
역	O
시	O
나	O
 	O
김	B-PS
기	I-PS
덕	I-PS

## klue-ner-v1_train_02534_wikitree	역대 가장 경매 낙찰가가 높았던 다이아몬드는 <2013년:DT> <홍콩:LC> <소더비:OG> 경매에 나온 <118.28 캐럿:QT>의 다이아몬드로, 가격은 <3060만 달러:QT>(<336억 7000만원:QT>)였다.
역	O
대	O
 	O
가	O
장	O
 	O
경	O
매	O
 	O
낙	O
찰	O
가	O
가	O
 	O
높	O
았	O
던	O
 	O
다	O
이	O
아	O
몬	O
드	O
는	O
 	O
2	B-DT
0	I-DT
1	I-DT
3	I-DT
년	I-DT
 	O
홍	B-LC
콩	I-LC
 	O
소	B-OG
더	I-OG
비	I-OG
 	O
경	O
매	O
에	O
 	O
나	O
온	O
 	O
1	B-QT
1	I-QT
8	I-QT
.	I-QT
2	I-QT
8	I-QT
 	I-QT
캐	I-QT
럿	I-QT
의	O
 	O
다	O
이	O
아	O
몬	O
드	O
로	O
,	O
 	O
가	O
격	O
은	O
 	O
3	B-QT
0	I-QT
6	I-QT
0	I-QT
만	I-QT
 	I-QT
달	I-QT
러	I-QT
(	O
3	B-QT
3	I-QT
6	I-QT
억	I-QT
 	I-QT
7	I-QT
0	I-QT
0	I-QT
0	I-QT
만	I-QT
원	I-QT
)	O
였	O
다	O
.	O

## klue-ner-v1_train_02535_wikitree	의사·교사 등 <24개:QT> 직군으로 된 신고의무자 직군을 더 넓히고, 신고하지 않을 때는 과태료를 철저하게 부과하는 등 신고의무자 제도의 실효성을 높이기로 했다.
의	O
사	O
·	O
교	O
사	O
 	O
등	O
 	O
2	B-QT
4	I-QT
개	I-QT
 	O
직	O
군	O
으	O
로	O
 	O
된	O
 	O
신	O
고	O
의	O
무	O
자	O
 	O
직	O
군	O
을	O
 	O
더	O
 	O
넓	O
히	O
고	O
,	O
 	O
신	O
고	O
하	O
지	O
 	O
않	O
을	O
 	O
때	O
는	O
 	O
과	O
태	O
료	O
를	O
 	O
철	O
저	O
하	O
게	O
 	O
부	O
과	O
하	O
는	O
 	O
등	O
 	O
신	O
고	O
의	O
무	O
자	O
 	O
제	O
도	O
의	O
 	O
실	O
효	O
성	O
을	O
 	O
높	O
이	O
기	O
로	O
 	O
했	O
다	O
.	O

## klue-ner-v1_train_02536_nsmc	진짜.. <옥이:PS> 끝까지 불쌍하게 만든 작가가 원망스러울 정도로 슬펐어요ᅲᅲ
진	O
짜	O
.	O
.	O
 	O
옥	B-PS
이	I-PS
 	O
끝	O
까	O
지	O
 	O
불	O
쌍	O
하	O
게	O
 	O
만	O
든	O
 	O
작	O
가	O
가	O
 	O
원	O
망	O
스	O
러	O
울	O
 	O
정	O
도	O
로	O
 	O
슬	O
펐	O
어	O
요	O
ᅲ	O
ᅲ	O

## klue-ner-v1_train_02537_wikitree	그가 <이탈리아:LC>전에서 골을 넣고 보여준 '반지 세리머니'는 <2002년:DT>의 기적을 상징하는 장면 중 <하나:QT>로 남아있다.
그	O
가	O
 	O
이	B-LC
탈	I-LC
리	I-LC
아	I-LC
전	O
에	O
서	O
 	O
골	O
을	O
 	O
넣	O
고	O
 	O
보	O
여	O
준	O
 	O
'	O
반	O
지	O
 	O
세	O
리	O
머	O
니	O
'	O
는	O
 	O
2	B-DT
0	I-DT
0	I-DT
2	I-DT
년	I-DT
의	O
 	O
기	O
적	O
을	O
 	O
상	O
징	O
하	O
는	O
 	O
장	O
면	O
 	O
중	O
 	O
하	B-QT
나	I-QT
로	O
 	O
남	O
아	O
있	O
다	O
.	O

## klue-ner-v1_train_02538_wikitree	<경찰:OG>은 퀵서비스 배달원인 <A:PS>씨의 <혼다:OG> 차량에서 실종 당일인 <지난 13일:DT> <강원도:LC>에 다녀온 고속도로 영수증을 발견, 추궁했지만 <A:PS>씨는 진술을 거부한 채 묵비권을 행사했다.
경	B-OG
찰	I-OG
은	O
 	O
퀵	O
서	O
비	O
스	O
 	O
배	O
달	O
원	O
인	O
 	O
A	B-PS
씨	O
의	O
 	O
혼	B-OG
다	I-OG
 	O
차	O
량	O
에	O
서	O
 	O
실	O
종	O
 	O
당	O
일	O
인	O
 	O
지	B-DT
난	I-DT
 	I-DT
1	I-DT
3	I-DT
일	I-DT
 	O
강	B-LC
원	I-LC
도	I-LC
에	O
 	O
다	O
녀	O
온	O
 	O
고	O
속	O
도	O
로	O
 	O
영	O
수	O
증	O
을	O
 	O
발	O
견	O
,	O
 	O
추	O
궁	O
했	O
지	O
만	O
 	O
A	B-PS
씨	O
는	O
 	O
진	O
술	O
을	O
 	O
거	O
부	O
한	O
 	O
채	O
 	O
묵	O
비	O
권	O
을	O
 	O
행	O
사	O
했	O
다	O
.	O

## klue-ner-v1_train_02539_wikitree	<어제:DT> tv조선에서 내보낸 광주민주화운동에 대한 황당한 소설 같은 얘기에 대해서 당이 어떻게 대처할지 말씀드렸는데 채널A에서도 동일한 방송을 무책임하게 국민들에게 내보냈다.
어	B-DT
제	I-DT
 	O
t	O
v	O
조	O
선	O
에	O
서	O
 	O
내	O
보	O
낸	O
 	O
광	O
주	O
민	O
주	O
화	O
운	O
동	O
에	O
 	O
대	O
한	O
 	O
황	O
당	O
한	O
 	O
소	O
설	O
 	O
같	O
은	O
 	O
얘	O
기	O
에	O
 	O
대	O
해	O
서	O
 	O
당	O
이	O
 	O
어	O
떻	O
게	O
 	O
대	O
처	O
할	O
지	O
 	O
말	O
씀	O
드	O
렸	O
는	O
데	O
 	O
채	O
널	O
A	O
에	O
서	O
도	O
 	O
동	O
일	O
한	O
 	O
방	O
송	O
을	O
 	O
무	O
책	O
임	O
하	O
게	O
 	O
국	O
민	O
들	O
에	O
게	O
 	O
내	O
보	O
냈	O
다	O
.	O

## klue-ner-v1_train_02540_nsmc	<심혜진:PS>씨 연기도 일품 몇 년 만에 다시보니...
심	B-PS
혜	I-PS
진	I-PS
씨	O
 	O
연	O
기	O
도	O
 	O
일	O
품	O
 	O
몇	O
 	O
년	O
 	O
만	O
에	O
 	O
다	O
시	O
보	O
니	O
.	O
.	O
.	O

## klue-ner-v1_train_02541_wikitree	그는 <2000년 9월:DT> <2차:QT> 연금 조치로 <양곤:LC> 밖으로 여행이 금지당한다.
그	O
는	O
 	O
2	B-DT
0	I-DT
0	I-DT
0	I-DT
년	I-DT
 	I-DT
9	I-DT
월	I-DT
 	O
2	B-QT
차	I-QT
 	O
연	O
금	O
 	O
조	O
치	O
로	O
 	O
양	B-LC
곤	I-LC
 	O
밖	O
으	O
로	O
 	O
여	O
행	O
이	O
 	O
금	O
지	O
당	O
한	O
다	O
.	O

## klue-ner-v1_train_02542_wikitree	<도교육청:OG>은 앞으로 조기 등교 학생을 위한 우수 교육활동 사례를 발굴하고 <아침:TI>식사·수면습관 들이기 등 가정에서 활용할 수 있는 교육자료를 제작해 학생과 학부모 교육에 활용할 계획이다.
도	B-OG
교	I-OG
육	I-OG
청	I-OG
은	O
 	O
앞	O
으	O
로	O
 	O
조	O
기	O
 	O
등	O
교	O
 	O
학	O
생	O
을	O
 	O
위	O
한	O
 	O
우	O
수	O
 	O
교	O
육	O
활	O
동	O
 	O
사	O
례	O
를	O
 	O
발	O
굴	O
하	O
고	O
 	O
아	B-TI
침	I-TI
식	O
사	O
·	O
수	O
면	O
습	O
관	O
 	O
들	O
이	O
기	O
 	O
등	O
 	O
가	O
정	O
에	O
서	O
 	O
활	O
용	O
할	O
 	O
수	O
 	O
있	O
는	O
 	O
교	O
육	O
자	O
료	O
를	O
 	O
제	O
작	O
해	O
 	O
학	O
생	O
과	O
 	O
학	O
부	O
모	O
 	O
교	O
육	O
에	O
 	O
활	O
용	O
할	O
 	O
계	O
획	O
이	O
다	O
.	O

## klue-ner-v1_train_02543_wikitree	<경찰:OG>은 그동안 주민과 대책위 관계자 <20여명:QT>을 연행한 바 있다.
경	B-OG
찰	I-OG
은	O
 	O
그	O
동	O
안	O
 	O
주	O
민	O
과	O
 	O
대	O
책	O
위	O
 	O
관	O
계	O
자	O
 	O
2	B-QT
0	I-QT
여	I-QT
명	I-QT
을	O
 	O
연	O
행	O
한	O
 	O
바	O
 	O
있	O
다	O
.	O

## klue-ner-v1_train_02544_wikitree	<대법원:OG>이 앞서 긴급조치 <1호:QT>에 대해 위헌 판결을 내린 것과 관련, 심판권 관할을 놓고 <대법원:OG>과 <헌재:OG>의 신경전이 펼쳐지기도 했다.
대	B-OG
법	I-OG
원	I-OG
이	O
 	O
앞	O
서	O
 	O
긴	O
급	O
조	O
치	O
 	O
1	B-QT
호	I-QT
에	O
 	O
대	O
해	O
 	O
위	O
헌	O
 	O
판	O
결	O
을	O
 	O
내	O
린	O
 	O
것	O
과	O
 	O
관	O
련	O
,	O
 	O
심	O
판	O
권	O
 	O
관	O
할	O
을	O
 	O
놓	O
고	O
 	O
대	B-OG
법	I-OG
원	I-OG
과	O
 	O
헌	B-OG
재	I-OG
의	O
 	O
신	O
경	O
전	O
이	O
 	O
펼	O
쳐	O
지	O
기	O
도	O
 	O
했	O
다	O
.	O

## klue-ner-v1_train_02545_nsmc	<일본:LC>AV 감독 <요요추:PS>에 대한 다큐멘터리. 중반까지는 생각보다 다큐답다는 생각이 들었는데 중반 이후 부터는 지나치게 포장하느라 ᅳᅳ 영~ 배렸음.
일	B-LC
본	I-LC
A	O
V	O
 	O
감	O
독	O
 	O
요	B-PS
요	I-PS
추	I-PS
에	O
 	O
대	O
한	O
 	O
다	O
큐	O
멘	O
터	O
리	O
.	O
 	O
중	O
반	O
까	O
지	O
는	O
 	O
생	O
각	O
보	O
다	O
 	O
다	O
큐	O
답	O
다	O
는	O
 	O
생	O
각	O
이	O
 	O
들	O
었	O
는	O
데	O
 	O
중	O
반	O
 	O
이	O
후	O
 	O
부	O
터	O
는	O
 	O
지	O
나	O
치	O
게	O
 	O
포	O
장	O
하	O
느	O
라	O
 	O
ᅳ	O
ᅳ	O
 	O
영	O
~	O
 	O
배	O
렸	O
음	O
.	O

## klue-ner-v1_train_02546_wikitree	국내에서 반려동물을 키우며 함께 사는 인구는 <1천만명:QT>을 넘는 것으로 추산된다.
국	O
내	O
에	O
서	O
 	O
반	O
려	O
동	O
물	O
을	O
 	O
키	O
우	O
며	O
 	O
함	O
께	O
 	O
사	O
는	O
 	O
인	O
구	O
는	O
 	O
1	B-QT
천	I-QT
만	I-QT
명	I-QT
을	O
 	O
넘	O
는	O
 	O
것	O
으	O
로	O
 	O
추	O
산	O
된	O
다	O
.	O

## klue-ner-v1_train_02547_nsmc	남들이 어떻다 저떻다 해도 내 입맛엔 맛는 영화 <신하균:PS>이 살렸다
남	O
들	O
이	O
 	O
어	O
떻	O
다	O
 	O
저	O
떻	O
다	O
 	O
해	O
도	O
 	O
내	O
 	O
입	O
맛	O
엔	O
 	O
맛	O
는	O
 	O
영	O
화	O
 	O
신	B-PS
하	I-PS
균	I-PS
이	O
 	O
살	O
렸	O
다	O

## klue-ner-v1_train_02548_nsmc	<송승헌:PS> 너무 잘생겼고 귀여운 <정다빈:PS> 안타깝다..
송	B-PS
승	I-PS
헌	I-PS
 	O
너	O
무	O
 	O
잘	O
생	O
겼	O
고	O
 	O
귀	O
여	O
운	O
 	O
정	B-PS
다	I-PS
빈	I-PS
 	O
안	O
타	O
깝	O
다	O
.	O
.	O

## klue-ner-v1_train_02549_wikitree	<영국 런던:LC>에 본부를 두고 있는 <시리아인권관측소:OG>는 <시리아:LC> 내 활동가 망을 통해 <시리아:LC> 내전 희생자를 파악해온 것으로 알려졌다.
영	B-LC
국	I-LC
 	I-LC
런	I-LC
던	I-LC
에	O
 	O
본	O
부	O
를	O
 	O
두	O
고	O
 	O
있	O
